id,state,gender,median_home_val,hvp1,pobc1,pobc2,avggift,target_d,median_household_income,ic2,ic3,ic4,ic5
,IL,M,819.0,2,1,65,4,,371,432.0,407,471.0,15719
,TX,F,850.0,0,6,51,20,,440,468.0,470,511.0,17825
,WA,F,2132.0,54,6,53,13,,632,714.0,721,761.0,27547
,CA,F,1725.0,24,4,52,13,,394,408.0,425,444.0,14032
,IN,F,1057.0,2,3,57,9,,425,489.0,482,530.0,17343
,GA,M,1458.0,10,6,34,6,,643,660.0,635,688.0,21122
,CA,M,1194.0,21,3,63,15,,247,307.0,311,349.0,13998
,OR,F,426.0,0,1,55,23,,213,240.0,255,272.0,9590
,MI,M,641.0,0,2,87,8,,255,336.0,317,371.0,12503
,IA,M,750.0,25,4,66,10,,118,366.0,152,325.0,11638
,IL,F,1462.0,4,8,57,15,,600,639.0,627,655.0,21328
,WI,F,582.0,1,0,54,9,,173,195.0,212,231.0,8740
,KS,M,640.0,0,3,31,3,,168,292.0,232,302.0,11377
,MN,F,460.0,0,0,82,7,,200,279.0,258,321.0,10559
,IL,M,580.0,0,0,86,8,,286,343.0,324,377.0,12400
,CA,F,1510.0,10,15,26,20,,414,522.0,450,528.0,23110
,NC,M,598.0,1,1,77,8,,253,294.0,301,338.0,11918
,KY,F,910.0,1,2,56,7,,484,492.0,525,537.0,17977
,NE,F,480.0,0,1,62,15,,254,359.0,306,394.0,12217
,AZ,Female,592.0,0,2,19,10,,227,210.0,264,267.0,9711
,NC,female,279.0,0,0,88,25,,154,163.0,194,207.0,5922
,Tennessee,F,619.0,1,4,67,8,,172,247.0,277,329.0,10705
,FL,F,513.0,1,7,39,3,,210,234.0,260,283.0,9233
,CA,M,2811.0,72,8,60,17,,524,577.0,599,645.0,23861
,FL,F,1079.0,2,6,36,10,,347,714.0,519,756.0,24541
,CA,F,2670.0,82,18,29,35,,394,493.0,461,574.0,24896
,GU,M,0.0,0,0,0,6,,0,0.0,0,0.0,0
,MT,female,828.0,10,2,46,8,,236,264.0,306,329.0,12366
,NC,female,895.0,1,2,58,13,,422,458.0,452,492.0,18352
,GA,U,456.0,0,0,50,5,,223,267.0,272,325.0,10736
,CA,F,713.0,2,10,23,13,,212,235.0,237,276.0,11909
,CA,M,5982.0,99,34,41,22,,1500,1500.0,1214,1228.0,106273
,LA,F,650.0,0,6,75,8,,139,131.0,243,238.0,9698
,NC,female,498.0,1,0,86,5,,243,284.0,285,326.0,11462
,IN,M,399.0,0,2,78,7,,217,309.0,279,347.0,11919
,MT,female,395.0,0,1,88,21,,135,137.0,181,186.0,5225
,WA,male,1546.0,12,9,43,3,,416,508.0,489,534.0,20632
,WA,F,1326.0,14,6,42,7,,269,401.0,347,476.0,22329
,CA,F,5000.0,98,40,21,20,,405,618.0,541,711.0,33566
,KY,M,323.0,0,0,82,11,,125,149.0,157,201.0,7798
,TX,F,1095.0,1,1,56,10,,520,600.0,584,648.0,20341
,MI,M,675.0,0,4,79,11,,178,249.0,254,303.0,13159
,CA,M,1685.0,34,7,41,7,,265,340.0,325,408.0,18752
,FL,M,702.0,1,8,45,12,,403,423.0,419,468.0,14780
,NM,M,601.0,1,1,69,13,,206,225.0,251,289.0,9801
,WA,male,558.0,0,6,56,2,,211,227.0,247,285.0,8733
,NC,female,452.0,0,0,88,10,,219,246.0,261,268.0,8728
,CA,F,882.0,0,9,45,16,,349,373.0,372,410.0,13153
,CA,M,2644.0,56,4,58,12,,440,447.0,555,566.0,18944
,FL,F,896.0,7,6,16,15,,392,430.0,466,520.0,21975
,MO,M,465.0,0,1,79,7,,266,292.0,285,313.0,10037
,FL,F,845.0,13,6,10,6,,334,351.0,496,511.0,25715
,CA,F,2907.0,88,1,59,9,,420,514.0,463,547.0,18195
,CA,M,1964.0,48,22,47,10,,401,487.0,419,540.0,15640
,TX,M,783.0,0,0,71,10,,319,350.0,340,350.0,10631
,AZ,M,483.0,0,7,46,4,,198,231.0,245,283.0,9290
,AL,Male,661.0,0,0,80,8,,332,347.0,380,415.0,15892
,AL,F,380.0,1,2,88,15,,152,179.0,227,261.0,8807
,NE,M,670.0,0,0,65,7,,410,413.0,432,433.0,13151
,IL,M,316.0,0,1,86,4,,200,256.0,237,278.0,9619
,OR,F,953.0,1,3,45,15,,319,379.0,387,455.0,15729
,NV,,834.0,0,9,26,10,,260,311.0,297,340.0,13687
,FL,F,1200.0,4,9,26,7,,537,613.0,576,643.0,22219
,IL,M,1031.0,0,34,56,30,,305,390.0,383,437.0,15146
,NV,F,891.0,0,3,18,8,,442,446.0,439,440.0,13070
,CA,M,3543.0,92,28,44,10,,484,575.0,556,624.0,21140
,CA,M,1547.0,16,15,60,12,,516,522.0,529,526.0,13896
,FL,M,768.0,7,6,41,8,,174,201.0,220,249.0,7802
,CA,M,2126.0,63,7,61,7,,498,510.0,489,523.0,13783
,WA,F,1133.0,6,3,36,13,,615,626.0,651,681.0,22163
,CA,F,2556.0,88,14,27,17,,490,670.0,610,744.0,40178
,CA,F,3700.0,91,14,58,12,,444,583.0,559,667.0,31003
,LA,M,565.0,4,0,89,6,,259,293.0,305,339.0,11314
,IN,F,975.0,1,4,51,3,,301,366.0,322,393.0,17572
,NC,M,632.0,0,11,36,5,,343,316.0,344,340.0,10586
,CA,F,2645.0,87,26,46,21,,644,655.0,682,697.0,20782
,NC,U,401.0,0,1,89,3,,202,259.0,243,289.0,9283
,SC,F,918.0,3,1,26,5,,315,335.0,349,398.0,16983
,OR,M,515.0,1,2,56,7,,203,256.0,265,301.0,11169
,IL,M,875.0,0,0,79,7,,221,218.0,243,241.0,8941
,AR,Female,439.0,0,1,31,8,,192,226.0,217,249.0,10106
,TX,F,962.0,3,0,45,9,,389,369.0,415,409.0,15980
,CO,F,862.0,1,5,25,20,,247,301.0,283,316.0,11640
,MS,M,506.0,1,0,84,8,,155,245.0,231,289.0,7983
,NE,F,600.0,1,1,62,3,,362,377.0,392,426.0,13652
,TX,F,345.0,0,28,62,8,,202,206.0,208,209.0,5623
,GA,U,952.0,1,2,46,10,,468,521.0,526,565.0,18812
,CA,M,5725.0,97,13,22,5,,610,763.0,698,807.0,53158
,IL,F,2016.0,51,5,79,8,,618,633.0,700,725.0,26626
,OK,F,660.0,0,2,59,15,,328,405.0,375,394.0,13846
,GA,F,562.0,1,0,75,15,,280,300.0,311,341.0,10622
,GA,F,3077.0,70,8,10,5,,620,754.0,617,692.0,29524
,MT,female,832.0,1,0,57,9,,419,433.0,480,476.0,15659
,SC,F,517.0,0,0,83,8,,197,266.0,243,317.0,11616
,CA,,1176.0,10,2,54,9,,251,314.0,308,373.0,13924
,FL,M,693.0,7,1,24,4,,373,457.0,413,463.0,16854
,IL,M,1418.0,23,3,68,16,,415,507.0,467,551.0,26282
,IL,F,904.0,0,10,78,5,,339,394.0,391,435.0,16711
,SC,M,473.0,0,0,83,7,,259,296.0,287,356.0,11727
,ID,M,605.0,3,2,38,19,,213,241.0,269,303.0,10788
,NC,female,594.0,2,1,71,3,,267,287.0,287,309.0,10466
,CA,M,0.0,0,0,0,22,,0,0.0,0,0.0,0
,CA,M,4244.0,94,4,49,7,,613,818.0,708,845.0,31903
,MS,M,448.0,0,0,64,9,,195,224.0,247,286.0,8183
,FL,M,467.0,0,6,33,10,,192,261.0,261,323.0,10376
,CA,F,2392.0,74,43,27,11,,257,365.0,316,406.0,13896
,MI,F,313.0,0,0,68,11,,284,281.0,292,329.0,14328
,IL,M,128.0,0,7,76,8,,309,345.0,340,363.0,13164
,ND,M,253.0,0,1,89,4,,195,215.0,234,261.0,8988
,TX,M,689.0,1,4,60,19,,324,356.0,370,394.0,12916
,CA,F,3514.0,94,23,53,5,,671,732.0,717,746.0,30696
,MO,F,313.0,0,1,62,17,,138,165.0,189,216.0,7617
,OR,F,944.0,3,2,45,13,,355,350.0,430,454.0,14928
,CA,F,1089.0,3,10,51,8,,296,324.0,328,352.0,12998
,TX,M,623.0,1,2,70,9,,222,348.0,301,373.0,12743
,FL,M,1327.0,6,6,18,8,,527,573.0,564,649.0,23089
,CA,F,5438.0,95,30,43,15,,881,967.0,928,1051.0,40432
,UT,F,546.0,0,1,67,5,,267,278.0,283,295.0,7072
,CA,F,,4,4,71,7,,205,221.0,337,388.0,22845
,SC,,608.0,1,2,43,14,,229,350.0,268,362.0,13829
,IL,F,377.0,1,2,80,10,,241,283.0,281,306.0,10701
,CO,M,756.0,0,2,45,23,,405,423.0,394,430.0,15709
,IL,M,377.0,0,0,71,9,,256,304.0,275,309.0,11657
,MN,M,604.0,0,10,64,11,,266,372.0,302,435.0,21127
,WI,F,310.0,0,1,90,9,,232,258.0,309,339.0,9741
,CA,,1130.0,9,7,63,14,,333,383.0,385,431.0,15654
,LA,F,703.0,5,4,65,15,,322,394.0,353,417.0,15510
,ND,M,696.0,0,2,84,5,,376,407.0,377,418.0,13495
,MI,M,457.0,0,3,87,9,,244,272.0,278,306.0,9868
,CA,,5727.0,99,25,32,5,,694,1051.0,826,981.0,47422
,MI,M,1139.0,8,3,72,35,,630,676.0,670,713.0,27594
,CA,F,554.0,0,4,74,5,,183,186.0,211,224.0,7394
,IL,M,606.0,1,1,72,37,,304,322.0,320,350.0,13662
,FL,,635.0,1,5,31,13,,225,248.0,269,291.0,10611
,MS,female,393.0,0,6,75,5,,189,224.0,266,357.0,11906
,CA,F,1407.0,6,8,59,10,,368,407.0,369,386.0,11969
,HI,M,3500.0,86,24,50,20,,365,521.0,486,588.0,27042
,CA,M,3617.0,96,15,52,6,,549,558.0,614,599.0,19464
,OR,F,625.0,0,8,47,7,,247,274.0,301,343.0,13242
,TN,F,640.0,0,1,76,9,,284,310.0,347,377.0,13077
,MI,F,1151.0,2,0,88,15,,483,496.0,551,595.0,18525
,MI,F,918.0,17,6,73,20,,388,407.0,489,525.0,18658
,CA,M,1769.0,32,1,56,17,,330,382.0,410,435.0,16587
,FL,M,973.0,7,3,32,13,,323,365.0,368,396.0,12469
,TN,F,418.0,1,0,84,11,,230,238.0,293,306.0,9690
,FL,,,0,13,7,6,,255,273.0,294,331.0,13727
,CA,F,1778.0,30,7,45,13,,393,502.0,445,513.0,17324
,CA,F,1185.0,10,6,47,9,,244,384.0,311,409.0,15753
,IL,F,4750.0,81,27,40,10,,250,285.0,314,378.0,17013
,CA,,2176.0,65,10,61,7,,419,453.0,461,483.0,14484
,TX,F,363.0,1,4,64,6,,274,324.0,283,331.0,10120
,OR,F,1036.0,10,7,42,4,,436,524.0,520,603.0,22334
,TX,F,899.0,0,2,53,10,,504,500.0,510,502.0,17300
,NM,M,0.0,0,0,0,21,,0,0.0,0,0.0,0
,CA,F,2741.0,87,5,62,12,,414,453.0,467,461.0,18997
,MI,M,1114.0,5,6,67,15,,377,516.0,492,618.0,21787
,WI,male,277.0,0,0,48,10,,169,173.0,219,221.0,6074
,LA,F,456.0,1,0,87,4,,165,208.0,216,251.0,7768
,KS,F,436.0,0,1,67,16,,313,321.0,351,363.0,10419
,ND,M,338.0,0,1,82,10,,248,274.0,318,350.0,11687
,SC,F,474.0,0,2,72,20,,282,332.0,316,331.0,9849
,TX,F,838.0,0,0,77,3,,306,403.0,394,455.0,14811
,TX,F,825.0,1,3,51,10,,564,572.0,590,611.0,19618
,TX,M,876.0,0,8,55,4,,515,525.0,576,574.0,18148
,MO,M,631.0,0,0,80,6,,370,380.0,382,398.0,12100
,MI,F,698.0,0,6,83,12,,340,396.0,355,436.0,15577
,MO,M,557.0,0,4,61,13,,298,364.0,326,365.0,13056
,MO,F,691.0,1,0,84,10,,311,347.0,383,411.0,12519
,TX,F,368.0,1,1,80,7,,171,200.0,227,245.0,10255
,CA,F,1751.0,37,4,63,25,,273,282.0,328,340.0,12557
,FL,,865.0,3,7,21,8,,341,387.0,392,432.0,15630
,MI,M,1176.0,3,1,80,8,,558,608.0,609,672.0,21886
,AL,Male,485.0,1,1,92,7,,247,378.0,305,370.0,12619
,GA,M,684.0,1,1,75,15,,282,318.0,336,375.0,13025
,MO,U,300.0,0,0,81,5,,240,283.0,285,322.0,10527
,CA,F,2730.0,89,17,55,5,,294,304.0,391,447.0,15068
,IN,F,392.0,0,0,85,5,,249,301.0,295,343.0,11274
,MN,M,303.0,0,1,86,3,,254,294.0,299,337.0,12469
,CA,M,1279.0,5,56,35,8,,280,249.0,315,276.0,6474
,FL,M,562.0,0,6,21,7,,257,268.0,312,313.0,11595
,WA,F,413.0,0,29,43,9,,214,227.0,229,249.0,6780
,CA,F,1283.0,0,6,45,12,,360,386.0,367,380.0,12397
,NM,M,911.0,8,7,57,8,,224,285.0,319,378.0,12142
,KY,M,1110.0,6,0,79,23,,452,474.0,532,542.0,17207
,CA,F,1361.0,13,9,43,5,,368,409.0,441,487.0,16200
,AR,M,340.0,0,1,76,3,,136,150.0,165,196.0,7061
,MI,M,605.0,1,2,14,21,,369,415.0,377,441.0,14582
,FL,M,885.0,6,18,11,9,,264,331.0,343,414.0,18769
,MO,F,588.0,0,2,69,12,,258,310.0,293,340.0,11512
,KS,F,2172.0,56,4,45,23,,1033,1048.0,1031,1078.0,42625
,MN,F,1300.0,3,1,66,9,,596,717.0,674,772.0,28518
,CA,F,1625.0,0,7,23,6,,196,197.0,238,256.0,10679
,CA,F,3238.0,93,17,45,15,,271,389.0,325,402.0,21383
,ID,M,595.0,1,2,52,10,,276,283.0,312,323.0,9788
,KY,F,282.0,1,0,87,15,,169,198.0,190,225.0,7323
,CA,F,3905.0,95,14,37,8,,882,1022.0,923,989.0,35563
,MI,F,376.0,0,3,77,12,,397,401.0,405,412.0,15260
,CA,M,3254.0,91,16,44,25,,481,607.0,485,614.0,18646
,OR,F,411.0,0,6,55,9,,198,225.0,225,240.0,9565
,WI,F,1043.0,3,10,64,15,,519,544.0,578,604.0,22555
,KY,F,375.0,0,0,72,3,,145,138.0,189,205.0,8278
,MI,M,828.0,5,6,76,10,,452,495.0,515,594.0,21946
,AZ,Female,1711.0,33,9,18,12,,401,441.0,527,608.0,23098
,CA,F,4051.0,97,22,57,4,,588,605.0,617,630.0,21692
,NC,female,824.0,3,2,59,5,,285,305.0,333,356.0,13339
,FL,M,606.0,2,6,24,11,,220,244.0,265,290.0,11294
,NV,F,781.0,1,4,15,6,,221,263.0,294,321.0,13071
,FL,M,640.0,9,4,40,7,,244,266.0,303,335.0,12992
,FL,M,786.0,1,9,24,11,,339,354.0,349,361.0,11296
,GA,F,629.0,0,5,54,10,,256,339.0,319,420.0,15293
,WI,male,683.0,1,2,92,11,,331,349.0,367,397.0,13025
,FL,M,1385.0,31,5,13,14,,300,358.0,391,472.0,21226
,FL,F,534.0,0,2,25,3,,197,223.0,231,254.0,9144
,CA,M,2589.0,81,5,60,11,,620,650.0,692,733.0,28038
,AR,U,655.0,0,2,48,8,,356,401.0,362,412.0,13334
,UT,F,777.0,2,4,59,7,,317,408.0,346,431.0,14867
,IL,F,2313.0,65,9,56,7,,502,646.0,579,725.0,28018
,WA,male,876.0,3,4,37,15,,337,353.0,403,439.0,15017
,SD,F,235.0,0,1,84,10,,211,257.0,250,295.0,9870
,CA,F,1988.0,49,15,38,12,,364,463.0,429,494.0,17239
,IN,F,970.0,11,1,66,12,,314,370.0,389,455.0,15281
,CA,F,685.0,0,3,60,17,,166,205.0,227,257.0,7945
,WI,male,937.0,7,13,52,10,,321,441.0,433,545.0,18567
,MI,F,693.0,0,1,88,10,,399,415.0,446,481.0,15421
,CA,M,1050.0,6,1,59,5,,256,290.0,296,339.0,11406
,HI,M,1563.0,50,28,15,7,,263,349.0,275,360.0,16647
,AR,Female,341.0,0,1,80,4,,160,215.0,215,252.0,8707
,CA,F,2798.0,76,29,36,14,,425,428.0,469,474.0,21926
,CA,,2043.0,53,19,56,9,,364,385.0,412,423.0,19087
,LA,F,772.0,0,0,70,9,,369,365.0,447,446.0,16215
,MO,F,988.0,2,1,80,10,,509,521.0,509,529.0,15666
,TX,F,431.0,0,8,61,12,,194,209.0,219,223.0,8888
,FL,F,1625.0,35,5,21,9,,450,531.0,578,660.0,33485
,MO,F,376.0,0,0,71,6,,178,233.0,219,248.0,10244
,FL,F,701.0,1,6,37,9,,332,348.0,394,403.0,13020
,MN,M,530.0,1,1,78,9,,236,307.0,296,359.0,12208
,CO,F,1208.0,0,4,29,13,,560,549.0,616,612.0,18843
,OR,F,681.0,0,5,54,30,,335,398.0,356,419.0,14011
,MI,M,755.0,0,6,57,12,,496,530.0,520,578.0,16944
,CA,M,1148.0,15,5,49,13,,240,311.0,321,423.0,16188
,CA,F,2332.0,71,6,59,5,,508,533.0,528,574.0,19798
,OR,F,1506.0,20,6,35,32,,517,573.0,632,711.0,39301
,CO,F,487.0,1,5,32,3,,117,152.0,161,197.0,9103
,NC,U,1618.0,12,6,35,11,,508,580.0,527,635.0,22608
,IL,M,1210.0,3,8,61,12,,471,519.0,511,553.0,17995
,WI,male,487.0,0,1,82,17,,298,322.0,328,360.0,11498
,MI,M,229.0,0,2,69,15,,214,260.0,246,285.0,8985
,FL,M,885.0,1,4,5,11,,345,565.0,473,595.0,30256
,IA,,298.0,0,4,64,3,,234,250.0,269,279.0,9825
,IL,,1045.0,1,33,56,24,,288,347.0,337,399.0,12829
,TN,F,484.0,0,4,62,9,,232,324.0,265,318.0,10806
,MI,M,501.0,0,2,71,27,,397,403.0,424,434.0,12437
,WA,U,613.0,2,3,56,20,,246,290.0,296,335.0,11634
,CA,F,625.0,0,1,63,13,,172,190.0,226,250.0,8875
,CA,F,688.0,0,3,66,5,,175,187.0,258,292.0,9422
,CA,F,2908.0,87,5,54,16,,606,644.0,677,717.0,23934
,FL,M,1007.0,16,5,30,17,,433,498.0,543,608.0,22698
,SC,F,750.0,7,3,74,21,,170,171.0,223,213.0,10765
,IL,F,1088.0,11,48,32,20,,241,288.0,308,343.0,10050
,IL,U,364.0,0,2,56,15,,305,333.0,329,383.0,12461
,TX,M,304.0,0,5,61,5,,249,260.0,281,297.0,9565
,CA,M,1202.0,4,11,56,8,,256,281.0,308,325.0,14662
,IL,,827.0,1,1,79,4,,369,415.0,386,430.0,14536
,CA,F,1585.0,18,11,50,20,,331,358.0,373,405.0,14925
,AK,Male,1037.0,3,2,30,16,,472,513.0,533,568.0,17888
,TN,M,457.0,1,0,82,13,,203,270.0,256,316.0,10766
,CA,M,2279.0,84,8,34,9,,429,463.0,491,520.0,25286
,MI,F,587.0,0,1,91,8,,305,325.0,316,345.0,10907
,KS,F,424.0,0,1,77,4,,192,244.0,236,298.0,9813
,TN,F,397.0,0,0,89,6,,271,293.0,270,292.0,9937
,FL,F,739.0,0,2,34,8,,340,347.0,339,348.0,12436
,CA,U,1135.0,5,10,53,9,,265,299.0,306,324.0,11259
,CA,F,3018.0,96,20,45,20,,728,749.0,749,757.0,21525
,TN,M,688.0,0,1,69,10,,311,364.0,335,377.0,11395
,CA,F,1442.0,16,36,46,18,,293,321.0,333,368.0,10759
,ID,M,491.0,0,2,40,8,,218,255.0,248,283.0,9606
,CA,M,1426.0,2,4,51,20,,435,534.0,509,577.0,21462
,CA,M,2667.0,89,28,36,7,,481,577.0,579,671.0,23903
,TX,F,575.0,0,6,78,17,,425,422.0,449,451.0,12960
,KY,M,1453.0,27,5,77,15,,512,607.0,590,658.0,22926
,NC,female,650.0,3,1,59,15,,278,372.0,339,445.0,17843
,CA,M,833.0,6,11,43,11,,295,299.0,378,403.0,13341
,WI,F,571.0,2,2,65,8,,217,259.0,280,327.0,12055
,IL,M,413.0,1,1,89,4,,166,239.0,259,323.0,11274
,CA,M,3919.0,93,17,48,23,,427,453.0,552,589.0,25828
,NC,female,439.0,0,0,77,5,,134,189.0,168,212.0,7525
,MI,M,914.0,2,2,74,16,,421,530.0,467,543.0,20079
,CA,F,1656.0,18,10,36,15,,298,350.0,356,388.0,17943
,SC,F,0.0,0,0,0,6,,0,0.0,0,0.0,0
,AR,,493.0,1,3,35,44,,188,202.0,223,259.0,9997
,WA,male,1118.0,7,5,54,22,,354,453.0,385,466.0,13991
,AL,U,765.0,1,1,68,7,,408,430.0,441,472.0,15150
,KS,F,636.0,0,4,47,16,,311,412.0,332,495.0,16133
,AR,Female,424.0,0,0,44,11,,252,303.0,299,354.0,14198
,OR,F,923.0,1,2,50,12,,447,481.0,493,524.0,17104
,MO,M,696.0,0,3,67,13,,387,406.0,421,430.0,12711
,CA,M,2581.0,71,34,41,14,,555,641.0,561,676.0,21182
,FL,M,1093.0,7,9,15,9,,366,413.0,434,478.0,19287
,TX,,727.0,0,2,53,13,,427,421.0,431,437.0,14147
,MI,F,616.0,1,1,80,4,,342,373.0,375,403.0,11510
,WA,male,635.0,1,3,52,15,,236,243.0,298,307.0,11588
,IL,F,765.0,2,1,78,5,,352,381.0,435,456.0,18503
,TX,M,369.0,0,7,82,25,,253,269.0,266,291.0,7909
,FL,F,586.0,0,37,27,8,,323,327.0,334,335.0,8833
,NC,M,397.0,0,0,90,9,,183,210.0,230,255.0,7214
,GA,M,804.0,7,2,54,15,,366,408.0,400,441.0,15041
,FL,F,518.0,0,7,12,10,,184,213.0,228,264.0,11126
,OR,F,1149.0,6,7,53,11,,504,526.0,550,580.0,19641
,MS,M,494.0,0,1,65,4,,259,306.0,296,333.0,10812
,AZ,Female,1773.0,42,7,15,11,,226,354.0,342,425.0,16919
,AZ,Female,699.0,0,12,35,7,,250,290.0,286,299.0,15108
,MT,female,320.0,0,0,78,10,,172,208.0,247,285.0,9900
,SC,M,880.0,2,2,49,7,,412,433.0,469,505.0,18480
,TX,M,1112.0,4,2,62,6,,594,619.0,597,639.0,26632
,IL,M,960.0,0,8,71,20,,344,411.0,398,459.0,16580
,CA,F,5287.0,98,10,51,13,,1032,1105.0,949,1002.0,43904
,TX,M,697.0,0,2,64,15,,435,488.0,457,497.0,15966
,TX,F,548.0,0,11,79,7,,238,236.0,261,271.0,7325
,GA,F,794.0,2,2,69,10,,323,396.0,461,507.0,21758
,OR,M,716.0,2,1,37,10,,371,373.0,419,421.0,15858
,TX,J,595.0,0,0,62,5,,400,429.0,387,426.0,14881
,NV,M,943.0,0,11,25,17,,497,509.0,523,533.0,17961
,NC,M,1133.0,22,0,66,12,,430,601.0,533,621.0,26361
,FL,F,595.0,0,6,4,6,,248,274.0,288,313.0,15936
,AZ,M,705.0,1,3,14,25,,286,293.0,284,298.0,10610
,MO,F,1844.0,43,3,52,7,,676,713.0,726,786.0,25507
,IN,F,334.0,0,0,58,13,,227,265.0,269,307.0,10104
,TX,F,515.0,1,2,56,10,,271,361.0,315,362.0,13012
,OK,F,318.0,0,1,80,15,,148,197.0,200,236.0,7787
,FL,M,825.0,5,7,5,4,,266,263.0,405,419.0,17633
,FL,F,1530.0,25,15,16,10,,442,545.0,535,619.0,23340
,FL,M,922.0,1,6,18,4,,292,304.0,319,335.0,10541
,CA,F,1999.0,50,41,41,13,,154,163.0,215,220.0,6449
,OK,M,530.0,1,10,42,20,,224,242.0,316,360.0,14188
,MO,F,576.0,0,0,83,19,,243,312.0,301,354.0,12603
,NC,female,770.0,0,1,70,12,,350,409.0,354,436.0,11822
,UT,M,925.0,2,5,71,9,,456,457.0,463,458.0,12465
,NE,F,827.0,0,3,38,19,,535,542.0,598,597.0,21162
,CA,F,1989.0,49,13,50,7,,526,607.0,540,572.0,19716
,ND,F,734.0,0,0,70,5,,408,404.0,403,402.0,11843
,NC,M,572.0,2,4,48,17,,212,227.0,263,282.0,9728
,IN,F,1152.0,9,2,53,5,,521,546.0,542,561.0,17112
,CA,M,1605.0,20,27,41,15,,416,420.0,442,443.0,15534
,CA,F,2598.0,78,8,38,9,,518,570.0,576,627.0,27570
,NM,U,1017.0,3,6,35,10,,322,521.0,407,590.0,22316
,CA,F,967.0,17,8,69,8,,381,391.0,392,426.0,10138
,IA,F,310.0,0,0,84,4,,175,288.0,244,316.0,11934
,SC,F,454.0,0,1,90,13,,238,261.0,290,304.0,9795
,MS,female,350.0,0,0,89,3,,173,220.0,241,280.0,9613
,MI,M,587.0,0,7,86,26,,304,319.0,362,400.0,15481
,CA,M,3404.0,96,7,44,10,,752,750.0,770,761.0,31850
,CA,M,1738.0,29,24,43,17,,355,375.0,387,395.0,15779
,CA,F,1283.0,18,3,63,11,,223,292.0,295,359.0,13175
,WA,F,886.0,8,1,42,17,,293,351.0,366,433.0,16413
,MI,F,927.0,2,8,80,7,,323,359.0,333,371.0,18248
,MO,F,649.0,0,1,71,7,,317,399.0,350,410.0,16063
,WA,male,429.0,0,1,49,6,,192,215.0,224,259.0,8712
,CA,M,1869.0,38,5,61,6,,559,560.0,577,600.0,20539
,OR,M,709.0,0,2,53,12,,361,442.0,440,494.0,15076
,MI,F,951.0,2,1,74,3,,601,611.0,639,648.0,20169
,WI,F,856.0,0,3,81,8,,458,478.0,497,536.0,18209
,GA,M,664.0,1,0,86,9,,357,363.0,389,414.0,11747
,UT,F,695.0,0,1,81,4,,288,371.0,338,412.0,11994
,NC,M,651.0,14,1,62,20,,201,367.0,336,472.0,30052
,TX,F,328.0,0,16,65,15,,268,308.0,300,317.0,10558
,NE,M,337.0,0,1,83,5,,296,344.0,350,415.0,14902
,CO,F,475.0,9,5,46,9,,82,90.0,150,125.0,7813
,KY,F,295.0,0,0,73,9,,182,219.0,242,285.0,10151
,CA,F,2302.0,67,15,48,7,,313,390.0,411,521.0,18199
,CO,F,513.0,0,3,59,5,,250,288.0,313,347.0,11462
,CA,,1452.0,4,9,61,12,,286,279.0,346,363.0,13126
,CA,M,5940.0,99,18,41,13,,761,1114.0,721,1004.0,43571
,IL,F,1159.0,3,3,68,12,,505,511.0,529,541.0,16156
,IN,F,748.0,6,2,62,3,,444,495.0,515,571.0,20264
,CA,F,1478.0,14,12,52,21,,339,383.0,334,354.0,11745
,CA,F,1272.0,0,11,53,6,,405,410.0,421,433.0,11674
,MI,M,331.0,0,0,88,13,,182,206.0,219,235.0,7226
,TX,M,839.0,0,1,66,7,,363,419.0,445,484.0,15463
,CA,F,608.0,2,11,58,9,,165,173.0,219,254.0,10193
,WA,F,727.0,5,6,33,8,,345,395.0,401,449.0,16422
,WA,F,1364.0,6,4,50,20,,411,477.0,483,564.0,18678
,WI,F,731.0,4,2,80,8,,359,402.0,410,447.0,14412
,CA,M,4769.0,90,9,23,28,,518,660.0,607,757.0,38507
,IL,F,1105.0,2,21,62,4,,351,461.0,362,468.0,13805
,FL,F,1010.0,24,5,32,7,,407,519.0,560,632.0,23774
,CA,F,5725.0,97,13,22,9,,610,763.0,698,807.0,53158
,OR,M,709.0,0,4,49,8,,349,431.0,420,512.0,18938
,TX,M,214.0,1,4,87,17,,151,176.0,203,240.0,8210
,WI,F,491.0,0,1,79,7,,255,331.0,314,349.0,12302
,CO,,726.0,0,2,56,7,,303,321.0,362,400.0,15904
,TX,F,816.0,3,0,70,3,,360,515.0,509,635.0,28807
,NC,female,863.0,10,1,69,7,,238,311.0,319,404.0,14415
,SC,F,1060.0,30,1,62,4,,313,370.0,422,465.0,17255
,AL,F,828.0,2,4,54,4,,478,506.0,487,540.0,16643
,CA,M,2291.0,68,14,58,8,,353,407.0,402,440.0,13687
,OK,M,1385.0,8,2,58,5,,249,409.0,419,554.0,22877
,NV,F,775.0,0,9,0,12,,218,266.0,272,312.0,15459
,CA,M,2098.0,55,4,62,9,,564,752.0,611,730.0,34394
,NC,female,476.0,0,0,90,16,,193,244.0,243,282.0,9066
,MI,M,568.0,0,1,92,7,,375,406.0,429,459.0,15234
,AZ,Female,650.0,2,6,28,15,,174,203.0,216,251.0,9170
,WI,F,409.0,0,1,80,5,,216,268.0,266,317.0,10381
,TX,F,873.0,0,1,54,14,,422,486.0,459,499.0,15800
,KY,F,397.0,0,0,93,3,,170,209.0,235,290.0,10204
,TX,F,384.0,0,8,88,12,,161,166.0,187,206.0,5691
